n,p,noise_sigma,itr,dim,add_var,sum_var,deflation,method,elapsed_time
100,200,0.2,7,2,0.997996971333932,1.99483742331918,HD,CCA,0.025929125
100,200,0.2,7,3,0.998941330313258,2.99377875363244,HD,CCA,0.025929125
100,200,0.2,7,4,0.997160931149243,3.99093968478168,HD,CCA,0.025929125
100,200,0.2,7,5,0.999551102899707,4.99049078768138,HD,CCA,0.025929125
100,200,0.2,8,1,0.997982134038422,0.997982134038422,HD,CCA,0.024133042
100,200,0.2,8,2,0.997570206983405,1.99555234102183,HD,CCA,0.024133042
100,200,0.2,8,3,0.990218939061033,2.98577128008286,HD,CCA,0.024133042
100,200,0.2,8,4,0.99845410660007,3.98422538668293,HD,CCA,0.024133042
100,200,0.2,8,5,0.999132689244343,4.98335807592727,HD,CCA,0.024133042
100,200,0.2,9,1,0.993497960665486,0.993497960665486,HD,CCA,0.023524583
100,200,0.2,9,2,0.994371291141231,1.98786925180672,HD,CCA,0.023524583
100,200,0.2,9,3,0.996861085982666,2.98473033778938,HD,CCA,0.023524583
100,200,0.2,9,4,0.996535814545032,3.98126615233442,HD,CCA,0.023524583
100,200,0.2,9,5,0.993488709005906,4.97475486134032,HD,CCA,0.023524583
100,200,0.2,10,1,0.99076144198307,0.99076144198307,HD,CCA,0.025322041
100,200,0.2,10,2,0.997702235353065,1.98846367733614,HD,CCA,0.025322041
100,200,0.2,10,3,0.999153457338961,2.9876171346751,HD,CCA,0.025322041
100,200,0.2,10,4,0.997349108621365,3.98496624329646,HD,CCA,0.025322041
100,200,0.2,10,5,0.997978069402187,4.98294431269865,HD,CCA,0.025322041
100,200,0.2,11,1,0.989957479096747,0.989957479096747,HD,CCA,0.024737
100,200,0.2,11,2,0.995899835236479,1.98585731433323,HD,CCA,0.024737
100,200,0.2,11,3,0.998992663465036,2.98484997779826,HD,CCA,0.024737
100,200,0.2,11,4,0.998853119265211,3.98370309706347,HD,CCA,0.024737
100,200,0.2,11,5,0.998556650079162,4.98225974714264,HD,CCA,0.024737
100,200,0.2,12,1,0.995672701076325,0.995672701076325,HD,CCA,0.022937291
100,200,0.2,12,2,0.995514142839936,1.99118684391626,HD,CCA,0.022937291
100,200,0.2,12,3,0.997497267869715,2.98868411178598,HD,CCA,0.022937291
100,200,0.2,12,4,0.998619636224686,3.98730374801066,HD,CCA,0.022937291
100,200,0.2,12,5,0.99903385678984,4.9863376048005,HD,CCA,0.022937291
100,200,0.2,13,1,0.997570626985603,0.997570626985603,HD,CCA,0.023415667
100,200,0.2,13,2,0.991353709741039,1.98892433672664,HD,CCA,0.023415667
100,200,0.2,13,3,0.994182640976199,2.98310697770284,HD,CCA,0.023415667
100,200,0.2,13,4,0.999103742687516,3.98221072039036,HD,CCA,0.023415667
100,200,0.2,13,5,0.998208660625892,4.98041938101625,HD,CCA,0.023415667
100,200,0.2,14,1,0.996264596787533,0.996264596787533,HD,CCA,0.027159375
100,200,0.2,14,2,0.99796063129683,1.99422522808436,HD,CCA,0.027159375
100,200,0.2,14,3,0.999079543449077,2.99330477153344,HD,CCA,0.027159375
100,200,0.2,14,4,0.991547154151965,3.98485192568541,HD,CCA,0.027159375
100,200,0.2,14,5,0.996610735076951,4.98146266076236,HD,CCA,0.027159375
100,200,0.2,15,1,0.991278907695978,0.991278907695978,HD,CCA,0.023313459
100,200,0.2,15,2,0.997977998207969,1.98925690590395,HD,CCA,0.023313459
100,200,0.2,15,3,0.995927853304741,2.98518475920869,HD,CCA,0.023313459
100,200,0.2,15,4,0.998623172182946,3.98380793139163,HD,CCA,0.023313459
100,200,0.2,15,5,0.999338845942232,4.98314677733387,HD,CCA,0.023313459
100,200,0.2,16,1,0.998719326498291,0.998719326498291,HD,CCA,0.023365125
100,200,0.2,16,2,0.988357825178558,1.98707715167685,HD,CCA,0.023365125
100,200,0.2,16,3,0.990217152197581,2.97729430387443,HD,CCA,0.023365125
100,200,0.2,16,4,0.99781201936964,3.97510632324407,HD,CCA,0.023365125
100,200,0.2,16,5,0.997114002021037,4.97222032526511,HD,CCA,0.023365125
100,200,0.2,17,1,0.998908854054804,0.998908854054804,HD,CCA,0.034560917
100,200,0.2,17,2,0.995794546020846,1.99470340007565,HD,CCA,0.034560917
100,200,0.2,17,3,0.998899238707061,2.99360263878271,HD,CCA,0.034560917
100,200,0.2,17,4,0.998586233649384,3.9921888724321,HD,CCA,0.034560917
100,200,0.2,17,5,0.996848964634487,4.98903783706658,HD,CCA,0.034560917
100,200,0.2,18,1,0.999141750499385,0.999141750499385,HD,CCA,0.033375042
